fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,tmax,dir,velmedia,racha,hr_media,hr_max,hr_min,station_id,year_req,sol,pres_max,hora_pres_max,pres_min,hora_pres_min
2015-01-01,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10.2,0,8.3,12.1,11,9.4,17.5,84,99,63,C925F,2015,,,,,
2015-01-02,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.5,0,7.4,9.6,10,9.7,17.5,84,100,61,C925F,2015,,,,,
2015-01-03,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,,0,,,,11.7,,71,,,C925F,2015,,,,,
2015-01-04,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.6,0,5.9,9.3,10,9.7,20,75,92,61,C925F,2015,,,,,
2015-01-05,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.7,0,5.7,11.7,12,3.9,9.4,73,93,59,C925F,2015,,,,,
2015-01-06,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.6,0,5,10.2,5,3.9,9.2,92,97,78,C925F,2015,,,,,
2015-01-07,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.6,8.2,7.1,10.2,6,3.9,12.2,96,100,87,C925F,2015,,,,,
2015-01-08,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,,0,,,,6.9,,96,,,C925F,2015,,,,,
2015-01-09,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9,4.6,7.7,10.4,7,6.7,15.3,95,100,81,C925F,2015,,,,,
2015-01-10,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10.2,0,7.2,13.3,10,3.3,8.3,79,100,53,C925F,2015,,,,,
2015-01-11,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.4,0,5.7,13,99,5,11.1,80,97,54,C925F,2015,,,,,
2015-01-12,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10.5,0,8.6,12.4,10,3.9,12.5,82,98,63,C925F,2015,,,,,
2015-01-13,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10.4,0,8.6,12.1,5,3.9,10.8,91,99,76,C925F,2015,,,,,
2015-01-14,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.1,0,7.9,10.3,5,4.7,13.6,94,100,84,C925F,2015,,,,,
2015-01-15,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10.6,0,7.9,13.4,32,4.7,10.8,94,100,75,C925F,2015,,,,,
2015-01-16,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10.8,3.4,7.5,14,99,6.4,12.8,92,100,62,C925F,2015,,,,,
2015-01-17,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.6,0,6.2,9,6,3.9,14.2,93,100,84,C925F,2015,,,,,
2015-01-18,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.4,4.8,6.5,10.4,32,5.3,16.4,100,100,94,C925F,2015,,,,,
2015-01-19,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,,3,,,32,5.3,16.1,100,,,C925F,2015,,,,,
2015-01-20,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.4,5.2,6.6,8.3,6,3.6,11.9,96,100,89,C925F,2015,,,,,
2015-01-21,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.6,0.2,6.1,9,32,5.3,13.3,95,100,82,C925F,2015,,,,,
2015-01-22,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,,0.8,,,6,5.3,11.9,92,,,C925F,2015,,,,,
2015-01-23,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,,2.4,,,8,5,11.9,100,,,C925F,2015,,,,,
2015-01-24,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,,0.2,,,,3.9,,98,,,C925F,2015,,,,,
2015-01-25,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,,0.2,,,6,4.2,12.2,97,,,C925F,2015,,,,,
2015-01-26,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.2,0.2,6.6,11.7,6,4.2,11.1,91,100,74,C925F,2015,,,,,
2015-01-27,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.1,0,3.8,12.4,1,2.2,9.2,91,100,78,C925F,2015,,,,,
2015-01-28,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.4,0,6.5,10.3,30,3.1,10.6,94,100,79,C925F,2015,,,,,
2015-01-29,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.2,0.8,6.6,9.8,2,3.1,10.3,97,100,89,C925F,2015,,,,,
2015-01-30,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.6,1.6,6.8,12.4,8,2.8,10.3,99,100,94,C925F,2015,,,,,
2015-01-31,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.5,2,8.2,10.8,32,4.4,11.1,100,100,100,C925F,2015,,,,,
2015-02-01,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,,2,,,6,3.3,10,100,,,C925F,2015,,,,,
2015-02-02,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,,2.2,,,3,3.1,9.2,96,,,C925F,2015,,,,,
2015-02-03,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,,2,,,,3.1,,99,,,C925F,2015,,,,,
2015-02-04,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,,3.6,,,99,2.5,7.2,99,,,C925F,2015,,,,,
2015-02-05,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,,3.6,,,7,1.7,5.8,95,,,C925F,2015,,,,,
2015-02-06,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.7,2,6.3,9.1,8,3.1,7.5,92,100,76,C925F,2015,,,,,
2015-02-07,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.2,19.4,6.1,8.4,6,1.4,7.2,100,100,87,C925F,2015,,,,,
2015-02-08,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,,43,,,,,,,,,C925F,2015,,,,,
2015-02-09,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,,10.8,,,,1.1,,100,,,C925F,2015,,,,,
2015-02-10,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.2,10.6,5.4,11,27,4.2,10,100,100,92,C925F,2015,,,,,
2015-02-11,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.6,0.2,4.3,12.9,32,4.4,10.6,89,100,66,C925F,2015,,,,,
2015-02-12,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.3,0,5.6,11,99,3.1,10,94,100,78,C925F,2015,,,,,
2015-02-13,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.4,0,6.2,10.5,7,3.6,10.8,86,100,73,C925F,2015,,,,,
2015-02-14,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.8,0,6.3,9.2,36,3.3,10.8,98,100,90,C925F,2015,,,,,
2015-02-15,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.9,0,6.2,13.6,8,3.3,10.6,90,100,59,C925F,2015,,,,,
2015-02-16,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9,0.8,4.5,13.6,3,3.1,12.2,94,100,57,C925F,2015,,,,,
2015-02-17,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.9,0.4,6.7,9.1,4,5,16.1,100,100,100,C925F,2015,,,,,
2015-02-18,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.4,0.8,5.8,9,3,6.7,17.8,91,100,82,C925F,2015,,,,,
2015-02-19,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.1,0,6.2,8,2,6.1,18.3,99,100,96,C925F,2015,,,,,
2015-02-20,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7,0,5.8,8.3,3,4.4,16.4,100,100,95,C925F,2015,,,,,
2015-02-21,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.4,5,6.1,10.7,32,5.3,14.2,100,100,93,C925F,2015,,,,,
2015-02-22,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.4,3.6,8.2,10.7,30,3.9,17.8,100,100,100,C925F,2015,,,,,
2015-02-23,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.7,1.4,7.8,11.6,31,4.2,12.2,100,100,99,C925F,2015,,,,,
2015-02-24,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.4,0.2,7.5,9.4,6,3.9,15.6,100,100,100,C925F,2015,,,,,
2015-02-25,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.1,0,6.4,9.8,2,5.8,14.4,100,100,100,C925F,2015,,,,,
2015-02-26,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,12.4,0.4,7.3,17.6,99,3.9,11.1,84,100,37,C925F,2015,,,,,
2015-02-27,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9,0.2,6.9,11,8,5,12.2,100,100,95,C925F,2015,,,,,
2015-02-28,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.2,0.4,7.9,10.6,29,4.7,12.8,100,100,98,C925F,2015,,,,,
2015-03-01,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,12,0.2,6.9,17,2,4.4,11.9,100,100,28,C925F,2015,,,,,
2015-03-02,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.2,0,6.3,12,30,3.9,11.4,99,100,85,C925F,2015,,,,,
2015-03-03,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,11.3,0.2,7.2,15.4,30,3.3,8.6,82,100,34,C925F,2015,,,,,
2015-03-04,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,12.6,0,6.8,18.3,11,3.3,7.2,39,100,33,C925F,2015,,,,,
2015-03-05,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,12.9,0,7,18.8,12,2.5,8.3,43,70,27,C925F,2015,,,,,
2015-03-06,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,13,0,6.8,19.3,12,2.5,7.5,43,88,28,C925F,2015,,,,,
2015-03-07,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,12.9,0,8.6,17.2,11,4.7,17.8,35,60,27,C925F,2015,,,,,
2015-03-08,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,13.4,0,11.3,15.5,11,8.6,20.6,,56,30,C925F,2015,,,,,
2015-03-09,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,13.3,0,10.5,16.1,5,6.9,14.4,40,74,30,C925F,2015,,,,,
2015-03-10,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,13.4,0,7.2,19.7,10,3.3,11.1,24,55,15,C925F,2015,,,,,
2015-03-11,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,12.2,0,5.1,19.4,10,2.5,6.4,35,55,22,C925F,2015,,,,,
2015-03-12,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,14,0,7.8,20.2,30,2.8,6.1,23,69,17,C925F,2015,,,,,
2015-03-13,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10.8,0,6.5,15,1,1.7,13.3,71,99,20,C925F,2015,,,,,
2015-03-14,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.8,0,6.2,11.3,2,3.1,11.1,85,100,45,C925F,2015,,,,,
2015-03-15,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,11.6,0,6.4,16.8,35,3.1,8.9,69,100,16,C925F,2015,,,,,
2015-03-16,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,11,0,4.2,17.8,33,3.3,8.1,18,74,8,C925F,2015,,,,,
2015-03-17,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.8,0,6.3,11.2,31,6.9,14.2,97,99,15,C925F,2015,,,,,
2015-03-18,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.3,1.4,5.4,9.2,31,6.4,14.4,96,99,83,C925F,2015,,,,,
2015-03-19,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.6,0.4,5.7,9.4,32,8.3,18.1,96,100,88,C925F,2015,,,,,
2015-03-20,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.2,2.4,6.1,8.3,31,8.9,16.9,98,100,90,C925F,2015,,,,,
2015-03-21,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.6,4.2,6.6,10.7,31,7.2,17.2,91,100,83,C925F,2015,,,,,
2015-03-22,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,6.8,4.6,5.8,7.8,31,11.4,20.3,100,100,96,C925F,2015,,,,,
2015-03-23,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.3,1.4,6,8.6,30,10.8,20.3,100,100,100,C925F,2015,,,,,
2015-03-24,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.1,0.8,5.9,8.3,32,5.3,15.6,99,100,89,C925F,2015,,,,,
2015-03-25,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.4,0,5.4,9.5,36,7.5,13.3,91,100,82,C925F,2015,,,,,
2015-03-26,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,7.8,0,6,9.7,7,3.3,11.1,97,100,87,C925F,2015,,,,,
2015-03-27,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10.8,0.2,6.8,14.9,29,3.1,9.7,95,100,66,C925F,2015,,,,,
2015-03-28,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.4,0.2,6.5,12.4,30,3.6,12.5,100,100,98,C925F,2015,,,,,
2015-03-29,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,12.6,0,5.4,19.8,10,1.9,9.4,55,100,30,C925F,2015,,,,,
2015-03-30,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,14.2,0,7,21.4,11,5.3,13.1,43,99,24,C925F,2015,,,,,
2015-03-31,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,17,0,10.3,23.7,11,3.1,6.9,19,43,13,C925F,2015,,,,,
2015-04-01,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,16.9,0,9.6,24.2,18,3.1,7.8,18,39,14,C925F,2015,,,,,
2015-04-02,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,16.6,0,10.2,23,99,3.3,6.7,26,46,19,C925F,2015,,,,,
2015-04-03,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,15.6,0,7.9,23.2,32,4.2,8.6,32,99,22,C925F,2015,,,,,
2015-04-04,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.9,0,6.9,10.9,29,8.6,13.9,93,100,82,C925F,2015,,,,,
2015-04-05,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.6,0.2,6.9,10.3,31,8.1,15,96,100,83,C925F,2015,,,,,
2015-04-06,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.2,0.8,6.5,12,30,6.7,13.3,92,100,79,C925F,2015,,,,,
2015-04-07,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.8,5.2,6.5,13.2,27,6.9,11.9,85,100,64,C925F,2015,,,,,
2015-04-08,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10,0,6,14,29,4.7,10.8,82,99,56,C925F,2015,,,,,
2015-04-09,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,8.4,0.6,3.8,13.1,32,2.5,10.3,87,98,65,C925F,2015,,,,,
2015-04-10,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10.1,0,7.6,12.6,99,3.1,8.9,87,100,70,C925F,2015,,,,,
2015-04-11,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,11.2,0,7.7,14.6,8,2.5,11.9,84,98,71,C925F,2015,,,,,
2015-04-12,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10.4,0,6.8,14.1,30,3.1,9.2,90,99,69,C925F,2015,,,,,
2015-04-13,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.8,9.2,4.3,15.3,28,4.2,13.6,81,100,52,C925F,2015,,,,,
2015-04-14,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.6,0,7.1,12.1,28,9.7,17.5,92,98,76,C925F,2015,,,,,
2015-04-15,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9,0,5.9,12.1,30,5.8,11.9,92,99,83,C925F,2015,,,,,
2015-04-16,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10.2,0,7.6,12.7,32,3.6,11.4,90,100,80,C925F,2015,,,,,
2015-04-17,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10,0,6.7,13.4,31,3.6,10.8,86,100,67,C925F,2015,,,,,
2015-04-18,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.7,0,7.2,12.2,32,2.2,10.8,90,99,76,C925F,2015,,,,,
2015-04-19,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.6,0,7.2,12,99,4.4,12.8,89,99,72,C925F,2015,,,,,
2015-04-20,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,9.4,0.4,7.3,11.5,6,3.6,11.1,92,100,77,C925F,2015,,,,,
2015-04-21,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10.1,0.4,6.8,13.4,2,4.2,11.4,90,100,68,C925F,2015,,,,,
2015-04-22,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10.6,0,5.9,15.4,32,2.2,6.4,85,100,35,C925F,2015,,,,,
2015-04-23,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10,0,2.1,17.8,30,2.8,6.9,59,100,28,C925F,2015,,,,,
2015-04-24,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,13,0,8.4,17.5,30,5,9.7,79,98,70,C925F,2015,,,,,
2015-04-25,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,12.6,0,7,18.1,30,2.5,8.6,78,97,49,C925F,2015,,,,,
2015-04-26,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,13.5,0,8.2,18.8,30,2.8,9.7,79,98,54,C925F,2015,,,,,
2015-04-27,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,12.6,0,8.2,17,34,4.2,10,87,100,71,C925F,2015,,,,,
2015-04-28,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,12.6,0,4.1,21,32,3.9,10.6,82,100,14,C925F,2015,,,,,
2015-04-29,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,15.4,0,7.9,23,13,3.1,8.3,15,97,11,C925F,2015,,,,,
2015-04-30,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,16.1,0,9,23.2,10,2.2,5.3,34,51,28,C925F,2015,,,,,
2015-05-01,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,18.6,0,9.9,27.4,34,2.2,7.8,25,43,11,C925F,2015,,,,,
2015-05-02,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,17.6,0,10.1,25.2,29,2.5,6.9,25,41,13,C925F,2015,,,,,
2015-05-03,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,18,0,10.6,25.4,30,3.9,11.7,18,44,5,C925F,2015,,,,,
2015-05-04,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,15.4,0,11.1,19.7,29,8.6,13.6,67,96,31,C925F,2015,,,,,
2015-05-05,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,14.3,0,9.6,19,29,2.5,9.2,83,98,30,C925F,2015,,,,,
2015-05-06,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,16.3,0,8.3,24.3,30,2.8,7.2,32,63,15,C925F,2015,,,,,
2015-05-07,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,15.8,0,8.6,23,27,5.6,9.7,35,91,16,C925F,2015,,,,,
2015-05-08,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,12.8,0,4.8,20.7,32,3.9,6.7,73,99,24,C925F,2015,,,,,
2015-05-09,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,17.8,0,9.4,26.3,11,2.5,6.1,16,38,8,C925F,2015,,,,,
2015-05-10,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,20,0,11.2,28.7,99,1.9,5.3,16,31,8,C925F,2015,,,,,
2015-05-11,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,24,0,15.2,32.9,14,2.8,9.2,10,23,7,C925F,2015,,,,,
2015-05-12,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,25,0,18.9,31,10,2.8,8.6,15,23,6,C925F,2015,,,,,
2015-05-13,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,24.8,0,19.4,30.1,11,5,13.6,12,26,10,C925F,2015,,,,,
2015-05-14,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,26,0,19.9,32,4,4.4,12.8,17,31,10,C925F,2015,,,,,
2015-05-15,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,25.4,0,21.3,29.5,12,3.3,11.1,21,32,14,C925F,2015,,,,,
2015-05-16,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,26,0,19.1,33,8,3.1,9.4,11,29,9,C925F,2015,,,,,
2015-05-17,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,21.4,0,14.5,28.2,33,3.9,7.5,24,39,18,C925F,2015,,,,,
2015-05-18,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,16.4,0,10.3,22.4,99,5,10,47,98,19,C925F,2015,,,,,
2015-05-19,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,13,0.4,9.9,16.1,30,4.7,13.6,90,99,74,C925F,2015,,,,,
2015-05-20,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,12.2,0,8.8,15.5,99,4.7,12.2,86,100,65,C925F,2015,,,,,
2015-05-21,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10.8,0,8.4,13.3,32,6.4,13.3,91,100,76,C925F,2015,,,,,
2015-05-22,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,11.2,0,8.5,13.9,32,6.7,15,89,100,66,C925F,2015,,,,,
2015-05-23,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,10.4,0,8.2,12.7,32,7.5,14.4,90,100,74,C925F,2015,,,,,
2015-05-24,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,11.2,0,8.4,14.1,32,6.4,14.7,84,100,72,C925F,2015,,,,,
2015-05-25,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,13,0.4,8.8,17.1,31,4.2,10.8,87,99,60,C925F,2015,,,,,
2015-05-26,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,,0,,,4,2.2,7.5,82,,,C925F,2015,,,,,
2015-05-27,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,12.9,0,8.9,16.9,32,4.4,10,82,98,66,C925F,2015,,,,,
2015-05-28,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,13.8,0,9.2,18.3,32,3.9,8.9,82,99,60,C925F,2015,,,,,
2015-05-29,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,13.8,0,7.1,20.4,11,2.5,7.8,68,100,37,C925F,2015,,,,,
2015-05-30,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,14.3,0,8.5,20.1,33,2.8,8.6,52,98,37,C925F,2015,,,,,
2015-05-31,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,15.4,0,9,21.8,32,3.1,10.6,72,99,28,C925F,2015,,,,,
2015-06-01,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,13.7,0,9.3,18.1,34,4.7,12.2,63,99,24,C925F,2015,,,,,
2015-06-02,C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,12,0.2,9.3,14.8,32,4.2,13.1,93,100,78,C925F,2015,,,,,
