fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,tmax,dir,velmedia,racha,hr_media,hr_max,hr_min,station_id,year_req,sol,pres_max,hora_pres_max,pres_min,hora_pres_min
2023-10-13,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,28.2,0,24.5,32,19,3.9,12.8,17,30,15,C917E,2023,,,,,
2023-10-14,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,28.4,0,24.5,32.2,12,2.5,9.2,16,24,15,C917E,2023,,,,,
2023-10-15,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,27.1,0,24.1,30.1,20,3.6,8.1,20,34,18,C917E,2023,,,,,
2023-10-16,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,25.8,0,22.9,28.7,7,2.5,10.6,31,59,16,C917E,2023,,,,,
2023-10-17,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,21.5,0,17.6,25.4,9,4.4,13.9,69,88,20,C917E,2023,,,,,
2023-10-18,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,20,0,16.6,23.3,4,2.5,8.6,72,85,57,C917E,2023,,,,,
2023-10-19,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.9,3.6,16.3,21.5,5,7.2,14.4,84,97,68,C917E,2023,,,,,
2023-10-20,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18,0,16.5,19.6,9,6.4,16.4,89,97,80,C917E,2023,,,,,
2023-10-21,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18,4.4,15.6,20.4,8,4.7,16.7,85,98,69,C917E,2023,,,,,
2023-10-22,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.7,0,16.2,19.2,5,10,18.3,81,94,67,C917E,2023,,,,,
2023-10-23,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.6,0,15.7,19.6,8,4.4,15.8,83,91,73,C917E,2023,,,,,
2023-10-24,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.4,0,15.4,19.5,13,5,12.2,78,87,69,C917E,2023,,,,,
2023-10-25,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.5,0,14.5,20.5,13,3.9,11.9,80,92,69,C917E,2023,,,,,
2023-10-26,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.2,0,15.6,20.7,15,2.5,12.5,83,94,75,C917E,2023,,,,,
2023-10-27,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.2,1,15.8,20.6,14,2.5,10.3,88,95,70,C917E,2023,,,,,
2023-10-28,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19,0,15.4,22.5,8,1.9,8.6,79,93,64,C917E,2023,,,,,
2023-10-29,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.6,0,15.9,21.3,10,3.1,8.6,79,95,30,C917E,2023,,,,,
2023-10-30,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18,3.6,14.8,21.3,25,3.9,8.6,87,98,77,C917E,2023,,,,,
2023-10-31,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,20.6,0,16.1,25.1,12,3.6,11.1,85,99,57,C917E,2023,,,,,
2023-11-01,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,20.5,0,16.4,24.6,15,1.4,12.8,78,95,57,C917E,2023,,,,,
2023-11-02,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.8,0,15.8,19.8,10,5.8,20,79,95,48,C917E,2023,,,,,
2023-11-03,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.9,5.4,15.9,21.9,10,6.9,20,81,97,65,C917E,2023,,,,,
2023-11-04,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.1,0,14.3,19.9,12,4.2,13.9,79,91,70,C917E,2023,,,,,
2023-11-05,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.3,37.4,15.1,21.5,99,2.8,11.7,77,95,61,C917E,2023,,,,,
2023-11-06,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.8,10.8,14.3,17.2,13,8.9,20.3,94,99,85,C917E,2023,,,,,
2023-11-07,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.4,0.2,13.8,17,12,8.6,21.1,79,91,64,C917E,2023,,,,,
2023-11-08,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16,0.2,14.5,17.5,11,9.7,22.8,75,91,67,C917E,2023,,,,,
2023-11-09,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16.9,0,15.3,18.5,12,9.2,20.3,82,90,49,C917E,2023,,,,,
2023-11-10,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19.4,0,15.2,23.5,13,2.8,10.8,68,83,34,C917E,2023,,,,,
2023-11-11,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.8,0,16.4,21.1,12,5,13.3,74,95,40,C917E,2023,,,,,
2023-11-12,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19.4,0,14.5,24.4,24,1.9,6.4,80,89,28,C917E,2023,,,,,
2023-11-13,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,23.4,0,19.4,27.4,28,1.9,5,30,44,26,C917E,2023,,,,,
2023-11-14,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,24.4,0,21,27.7,11,2.8,10,23,35,20,C917E,2023,,,,,
2023-11-15,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,26.1,0,22.1,30.1,20,3.1,10.8,24,38,16,C917E,2023,,,,,
2023-11-16,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,25.2,0,22.1,28.2,12,2.8,13.3,26,36,20,C917E,2023,,,,,
2023-11-17,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,22.9,0,19.8,26,,,,,,,C917E,2023,,,,,
2023-11-18,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,23.7,0,19.9,27.5,26,2.5,7.2,26,51,20,C917E,2023,,,,,
2023-11-19,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,22.6,0,19,26.2,99,2.8,8.9,41,66,22,C917E,2023,,,,,
2023-11-20,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,23,0,19.6,26.5,20,5.6,13.3,19,31,15,C917E,2023,,,,,
2023-11-21,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,23,0,21.3,24.7,19,8.6,20.8,26,42,15,C917E,2023,,,,,
2023-11-22,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,22.7,0,19.4,26,17,2.8,9.2,22,37,20,C917E,2023,,,,,
2023-11-23,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19.2,0,15.5,23,12,1.1,12.2,64,93,19,C917E,2023,,,,,
2023-11-24,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.2,0,14.3,20,11,3.6,15.3,74,94,56,C917E,2023,,,,,
2023-11-25,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.2,0,14.5,19.9,99,4.2,10.3,80,87,64,C917E,2023,,,,,
2023-11-26,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16,0,13,19,12,1.7,8.3,78,86,59,C917E,2023,,,,,
2023-11-27,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.6,0,13.1,18,22,1.4,6.4,84,90,72,C917E,2023,,,,,
2023-11-28,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.2,0,12.5,17.8,10,1.4,6.7,81,94,67,C917E,2023,,,,,
2023-11-29,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,14.8,0.2,11.5,18.1,24,4.4,11.1,87,94,76,C917E,2023,,,,,
2023-11-30,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.6,41.8,14.1,17.1,26,4.4,14.7,97,99,80,C917E,2023,,,,,
2023-12-01,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16,1,14.5,17.6,5,6.7,23.6,,,,C917E,2023,,,,,
2023-12-02,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16.9,0.4,13.7,20.1,13,2.8,10.3,86,,,C917E,2023,,,,,
2023-12-03,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.4,5.4,13.5,17.4,99,1.4,4.7,92,98,78,C917E,2023,,,,,
2023-12-04,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.4,0,13.4,17.4,14,1.7,6.1,93,96,80,C917E,2023,,,,,
2023-12-05,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.6,0,15,20.1,8,3.6,9.2,85,93,66,C917E,2023,,,,,
2023-12-06,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16.5,0.2,15,18,14,2.8,9.2,93,96,82,C917E,2023,,,,,
2023-12-07,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16.7,0,14.1,19.3,12,4.4,16.1,85,96,73,C917E,2023,,,,,
2023-12-08,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.4,0,12.7,18.2,13,2.5,17.2,83,95,37,C917E,2023,,,,,
2023-12-09,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19.4,0,15.4,23.5,11,3.1,8.3,32,86,25,C917E,2023,,,,,
2023-12-10,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.6,0,13.4,23.8,99,3.1,9.2,60,94,32,C917E,2023,,,,,
2023-12-11,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19.6,0,16.8,22.3,21,3.1,10.8,38,56,30,C917E,2023,,,,,
2023-12-12,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18,0,14.9,21.2,5,1.9,8.6,50,72,24,C917E,2023,,,,,
2023-12-13,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19,0,15.4,22.6,11,5,10.8,60,79,24,C917E,2023,,,,,
2023-12-14,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16,0,13.8,18.1,12,3.3,16.7,64,89,33,C917E,2023,,,,,
2023-12-15,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.3,0,12.8,17.8,13,3.6,14.7,84,90,74,C917E,2023,,,,,
2023-12-16,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.6,0,11.4,19.9,20,4.7,16.4,57,91,34,C917E,2023,,,,,
2023-12-17,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15,0,11.9,18.1,21,5.6,18.3,41,72,22,C917E,2023,,,,,
2023-12-18,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,14.4,0,10.8,17.9,19,2.5,14.2,64,80,33,C917E,2023,,,,,
2023-12-19,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,13.3,0,10.2,16.4,18,3.3,17.5,70,83,54,C917E,2023,,,,,
2023-12-20,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,14,0,12.3,15.8,10,5.8,23.6,77,87,64,C917E,2023,,,,,
2023-12-21,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,13.7,7.2,12.8,14.6,9,7.5,19.4,80,96,63,C917E,2023,,,,,
2023-12-22,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,14,0,12.3,15.7,12,5.8,14.2,78,92,66,C917E,2023,,,,,
2023-12-23,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,13.8,2.2,10.9,16.7,11,1.9,10.8,75,91,54,C917E,2023,,,,,
2023-12-24,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,14.6,0,11.1,18.1,24,3.1,10.3,64,91,42,C917E,2023,,,,,
2023-12-25,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,14.4,0,11.8,17,12,4.7,12.5,71,83,56,C917E,2023,,,,,
2023-12-26,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.2,0,11.9,18.5,14,3.3,10.3,64,84,28,C917E,2023,,,,,
2023-12-27,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16.2,0,12.5,20,21,4.7,11.4,28,57,19,C917E,2023,,,,,
2023-12-28,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.4,0,15.5,21.3,22,4.7,12.5,20,27,17,C917E,2023,,,,,
2023-12-29,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.3,0,14.6,22,26,2.5,6.7,21,36,13,C917E,2023,,,,,
2023-12-30,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.4,0,15.3,21.5,5,1.7,6.1,30,54,16,C917E,2023,,,,,
2023-12-31,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.7,0,14.4,21,25,2.2,6.9,48,76,20,C917E,2023,,,,,
2024-01-01,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.2,0,14.5,20,10,2.2,6.1,74,91,25,C917E,2024,,,,,
2024-01-02,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.1,0,14.1,20.1,28,1.4,5.8,85,94,74,C917E,2024,,,,,
2024-01-03,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16.1,0.2,13.1,19.1,12,1.7,6.4,89,95,81,C917E,2024,,,,,
2024-01-04,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16.6,0,13.5,19.7,11,2.2,9.4,76,95,45,C917E,2024,,,,,
2024-01-05,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.2,0.8,13.2,17.3,15,2.5,10,94,97,76,C917E,2024,,,,,
2024-01-06,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15,0,12.5,17.4,26,1.1,4.7,92,97,77,C917E,2024,,,,,
2024-01-07,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15,0,11.7,18.2,13,1.1,5.8,86,96,68,C917E,2024,,,,,
2024-01-08,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.4,0,11.7,19.2,12,1.7,7.8,84,97,59,C917E,2024,,,,,
2024-01-09,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16.2,0,12.8,19.7,14,2.2,9.4,53,85,31,C917E,2024,,,,,
2024-01-10,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.6,0,14.1,21.2,99,5,12.5,35,54,30,C917E,2024,,,,,
2024-01-11,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.8,0,14.9,22.6,19,6.7,17.2,34,77,21,C917E,2024,,,,,
2024-01-12,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16.1,0,14.3,17.9,24,5.6,13.3,95,98,46,C917E,2024,,,,,
2024-01-13,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.2,0,14.7,19.6,16,4.4,11.7,81,98,64,C917E,2024,,,,,
2024-01-14,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16.6,0,14.2,19.1,21,1.7,8.1,87,94,33,C917E,2024,,,,,
2024-01-15,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,21,0,18.6,23.3,18,4.7,13.6,13,34,10,C917E,2024,,,,,
2024-01-16,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.5,,14.5,20.5,22,5,14.4,95,99,23,C917E,2024,,,,,
2024-01-17,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16,,13.5,18.4,9,2.8,8.1,79,99,62,C917E,2024,,,,,
2024-01-18,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.2,,12.8,17.5,10,5,17.5,96,99,77,C917E,2024,,,,,
2024-01-19,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,13.6,,11.5,15.8,5,9.4,21.4,84,95,67,C917E,2024,,,,,
2024-01-20,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,13.2,,11.7,14.8,10,8.3,20.6,85,92,79,C917E,2024,,,,,
2024-01-21,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,13.2,,11.9,14.6,10,11.9,21.7,76,87,69,C917E,2024,,,,,
2024-01-22,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.2,,11.4,19,10,3.1,16.9,76,90,18,C917E,2024,,,,,
2024-01-23,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19,,15.3,22.7,20,6.9,19.4,22,39,5,C917E,2024,,,,,
2024-01-24,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,20,,16.6,23.4,18,4.2,18.9,19,45,5,C917E,2024,,,,,
2024-01-25,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.6,,14.9,20.4,20,6.7,24.4,34,43,13,C917E,2024,,,,,
2024-01-26,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19.6,,17.2,21.9,17,9.4,20.8,25,31,19,C917E,2024,,,,,
2024-01-27,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19,,16.5,21.6,19,6.7,15.3,26,39,17,C917E,2024,,,,,
2024-01-28,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19.4,,16.4,22.5,20,3.6,12.5,25,41,17,C917E,2024,,,,,
2024-01-29,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.4,,13.8,23,22,3.6,9.7,26,38,17,C917E,2024,,,,,
2024-01-30,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19.2,,15.1,23.2,15,2.5,7.2,31,52,19,C917E,2024,,,,,
2024-01-31,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.6,,15,22.3,99,2.2,7.5,32,46,16,C917E,2024,,,,,
2024-02-01,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.7,,15.8,21.6,20,6.9,16.4,20,37,14,C917E,2024,,,,,
2024-02-02,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.4,,15.1,21.8,20,4.7,12.8,27,35,22,C917E,2024,,,,,
2024-02-03,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.4,,12.7,22,25,4.4,11.1,32,47,21,C917E,2024,,,,,
2024-02-04,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.4,,14.6,22.2,21,4.4,12.2,16,27,13,C917E,2024,,,,,
2024-02-05,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18,,14.7,21.4,99,3.9,12.5,21,34,12,C917E,2024,,,,,
2024-02-06,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.6,,13.4,21.7,20,3.6,11.1,25,42,16,C917E,2024,,,,,
2024-02-07,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.4,,13.7,23.1,21,5,12.2,14,32,12,C917E,2024,,,,,
2024-02-08,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,20,,16.2,23.7,21,3.6,10.6,9,21,8,C917E,2024,,,,,
2024-02-09,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.8,,15.8,19.7,4,8.3,16.9,93,98,11,C917E,2024,,,,,
2024-02-10,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.6,,15.7,21.5,11,7.2,18.1,80,99,63,C917E,2024,,,,,
2024-02-11,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.4,,12.6,18.3,25,1.7,5.3,90,97,75,C917E,2024,,,,,
2024-02-12,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.7,,12.6,18.8,35,1.4,6.4,90,98,51,C917E,2024,,,,,
2024-02-13,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19.5,,13.9,25.1,21,3.1,10.3,42,85,29,C917E,2024,,,,,
2024-02-14,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16,,13.3,18.6,5,5,14.7,78,92,49,C917E,2024,,,,,
2024-02-15,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.4,,13.9,21,20,2.5,11.4,79,91,68,C917E,2024,,,,,
2024-02-16,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.7,,12,19.4,12,3.3,16.4,66,93,52,C917E,2024,,,,,
2024-02-17,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17.8,,11,24.5,12,2.2,17.8,58,94,25,C917E,2024,,,,,
2024-02-18,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18.2,,13.6,22.9,11,8.3,19.4,78,92,20,C917E,2024,,,,,
2024-02-19,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,20.8,,17.2,24.4,19,4.2,16.1,25,49,13,C917E,2024,,,,,
2024-02-20,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,18,,13.3,22.7,12,4.7,15,46,82,28,C917E,2024,,,,,
2024-02-21,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,16,,11.6,20.3,12,1.7,11.9,69,85,21,C917E,2024,,,,,
2024-02-22,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19,,13.8,24.1,10,2.5,12.8,32,80,18,C917E,2024,,,,,
2024-02-23,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.6,,12.4,18.7,99,8.3,22.2,79,87,20,C917E,2024,,,,,
2024-02-24,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,13.4,,11.7,15.1,10,10,23.3,80,86,70,C917E,2024,,,,,
2024-02-25,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,14.8,,11.8,17.9,8,5.6,20.8,78,87,70,C917E,2024,,,,,
2024-02-26,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,14,,11.7,16.3,99,8.1,20.8,89,93,50,C917E,2024,,,,,
2024-02-27,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,12.8,,11.5,14.2,9,12.8,25.6,84,97,73,C917E,2024,,,,,
2024-02-28,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,12.9,,11.2,14.6,8,12.5,25.6,81,89,73,C917E,2024,,,,,
2024-02-29,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,13.8,,11.9,15.8,16,10.6,22.8,81,93,73,C917E,2024,,,,,
2024-03-01,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,12.6,,11.5,13.8,10,8.1,24.7,90,97,81,C917E,2024,,,,,
2024-03-02,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,12.9,,11.1,14.7,11,8.1,24.2,79,91,65,C917E,2024,,,,,
2024-03-03,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,12.6,,11.1,14.1,10,7.5,17.2,85,93,67,C917E,2024,,,,,
2024-03-04,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,13.7,,11.6,15.8,10,7.2,16.9,81,91,64,C917E,2024,,,,,
2024-03-05,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,13.8,,11.9,15.7,10,5,15.6,78,93,66,C917E,2024,,,,,
2024-03-06,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,14.6,,11.7,17.6,11,5.6,19.2,77,92,51,C917E,2024,,,,,
2024-03-07,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,12.8,,11,14.6,8,8.9,21.7,85,96,53,C917E,2024,,,,,
2024-03-08,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,12.3,,10.6,14,6,5.6,19.4,82,97,74,C917E,2024,,,,,
2024-03-09,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,13.4,,11.7,15.1,6,9.2,16.9,90,96,82,C917E,2024,,,,,
2024-03-10,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,14,,11.1,16.8,6,2.2,15.8,73,95,70,C917E,2024,,,,,
2024-03-11,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,14.2,,11,17.4,11,2.5,7.8,76,94,59,C917E,2024,,,,,
2024-03-12,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,13.8,,10.1,17.5,26,2.5,6.9,80,93,63,C917E,2024,,,,,
2024-03-13,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.8,,13.4,18.1,10,2.8,12.5,98,99,93,C917E,2024,,,,,
2024-03-14,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,14.8,,11.5,18.2,99,1.9,8.1,86,96,75,C917E,2024,,,,,
2024-03-15,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,15.2,,11.3,19.2,22,1.9,8.6,87,97,24,C917E,2024,,,,,
2024-03-16,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19.2,,12,26.3,20,2.8,11.9,49,89,23,C917E,2024,,,,,
2024-03-17,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,19.4,,12.3,26.5,12,3.6,16.1,81,93,17,C917E,2024,,,,,
2024-03-18,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,17,,13.4,20.7,10,9.4,20.8,73,91,47,C917E,2024,,,,,
2024-03-19,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,14.8,,12.9,16.6,12,8.9,21.1,83,90,75,C917E,2024,,,,,
2024-03-20,C917E,"EL PINAR, LA DEHESA",STA. CRUZ DE TENERIFE,713,13.8,,11.6,15.9,10,13.1,23.3,83,91,50,C917E,2024,,,,,
