station_id,island,year,station_name,n_days,n_temp,n_prec,n_hr,n_wind,n_sol,n_pres,pct_temp.x,pct_prec.x,pct_hr,pct_wind,pct_sol,pct_pres,altitud,tmed_annual,tmin_annual,tmax_annual,prec_annual,hr_media_annual,hr_min_annual,hr_max_annual,velmedia_annual,racha_mean_annual,sol_annual,pres_min_annual,pres_max_annual,tropical_nights_annual,equatorial_nights_annual,torrid_nights_annual,warm_days_30,warm_days_35,pct_temp.y,pct_prec.y,use_for_annual
C019V,Lanzarote,2015,YAIZA PLAYA BLANCA,363,313,304,341,342,51,0,0.8622589531680441,0.837465564738292,0.9393939393939394,0.9421487603305785,0.14049586776859505,0,6,21.51405750798722,18.74888178913738,24.284664536741214,113.3,67.54545454545455,53.85657370517928,80.91235059760956,4.526023391812865,11.39298245614035,441.6,,,126,0,0,13,1,0.8575342465753425,0.8328767123287671,TRUE
C019V,Lanzarote,2016,YAIZA PLAYA BLANCA,366,365,365,366,366,0,0,0.9972677595628415,0.9972677595628415,1,1,0,0,6,20.766849315068495,18.013150684931507,23.51698630136986,122,69.18579234972678,56.701369863013696,81.9013698630137,4.425136612021858,11.225753424657535,,,,106,0,0,8,1,0.9972677595628415,0.9972677595628415,TRUE
C019V,Lanzarote,2017,YAIZA PLAYA BLANCA,365,364,362,365,365,0,0,0.9972602739726028,0.9917808219178083,1,1,0,0,6,21.244230769230768,18.370604395604396,24.120054945054946,27.8,67.82739726027397,54.89835164835165,81.16758241758242,4.263287671232876,11.66401098901099,,,,135,0,0,16,0,0.9972602739726028,0.9917808219178083,TRUE
C019V,Lanzarote,2018,YAIZA PLAYA BLANCA,365,365,365,365,365,0,0,1,1,1,1,0,0,6,20.266849315068495,17.525205479452055,23.011780821917807,49.199999999999996,70.33150684931506,58.323287671232876,83.13424657534246,4.264109589041096,11.403561643835616,,,,94,0,0,1,0,1,1,TRUE
C019V,Lanzarote,2019,YAIZA PLAYA BLANCA,362,362,362,361,362,0,0,1,1,0.9972375690607734,1,0,0,6,20.73646408839779,17.87790055248619,23.603591160220994,15.200000000000001,66.47091412742382,53.19889502762431,80.93370165745857,4.183701657458563,11.241160220994475,,,,106,0,0,4,0,0.9917808219178083,0.9917808219178083,TRUE
C019V,Lanzarote,2020,YAIZA PLAYA BLANCA,366,366,366,365,366,0,0,1,1,0.9972677595628415,1,0,0,6,21.346448087431693,18.43032786885246,24.266120218579236,23.2,60.602739726027394,44.177595628415304,78.73770491803279,4.12103825136612,11.311475409836065,,,,134,0,0,11,0,1,1,TRUE
C019V,Lanzarote,2021,YAIZA PLAYA BLANCA,355,351,351,353,355,0,0,0.9887323943661972,0.9887323943661972,0.9943661971830986,1,0,0,6,20.811680911680913,17.900284900284902,23.72022792022792,67.8,64.5070821529745,49.95702005730659,80.6676217765043,3.9904225352112674,10.886609686609686,,,,94,1,0,6,1,0.9616438356164384,0.9616438356164384,TRUE
C019V,Lanzarote,2022,YAIZA PLAYA BLANCA,365,365,361,365,365,0,0,1,0.989041095890411,1,1,0,0,6,21.476438356164383,18.55041095890411,24.40219178082192,65.8,67.00821917808219,52.61369863013699,81.32328767123288,4.301095890410959,11.070684931506849,,,,133,0,0,13,1,1,0.989041095890411,TRUE
C019V,Lanzarote,2023,YAIZA PLAYA BLANCA,365,364,364,365,365,0,0,0.9972602739726028,0.9972602739726028,1,1,0,0,6,22.065934065934066,18.967582417582417,25.158516483516483,35.6,66.65479452054795,52.47802197802198,81.09615384615384,3.9802739726027396,10.661813186813188,,,,158,3,0,33,3,0.9972602739726028,0.9972602739726028,TRUE
C019V,Lanzarote,2024,YAIZA PLAYA BLANCA,366,366,366,366,366,0,0,1,1,1,1,0,0,6,21.715573770491805,18.90273224043716,24.5327868852459,27.6,67.3688524590164,53.169398907103826,81.62021857923497,4.316939890710382,11.200546448087431,,,,134,1,0,6,0,1,1,TRUE
C019V,Lanzarote,2025,YAIZA PLAYA BLANCA,365,365,364,364,365,0,0,1,0.9972602739726028,0.9972602739726028,1,0,0,6,21.194520547945206,18.385479452054796,24.01287671232877,84.2,69.01923076923077,56.515068493150686,82.04383561643836,4.064657534246575,10.687397260273972,,,,132,0,0,11,3,1,0.9972602739726028,TRUE
C029O,Lanzarote,2015,LANZAROTE AEROPUERTO,365,365,365,364,363,365,365,1,1,0.9972602739726028,0.9945205479452055,1,1,14,21.93178082191781,17.78109589041096,26.076712328767123,63.8,62.362637362637365,43.134246575342466,82.76986301369863,6.103581267217631,13.520547945205479,2878.8,1015.6271232876712,1018.9386301369863,112,1,0,59,8,1,1,TRUE
C029O,Lanzarote,2016,LANZAROTE AEROPUERTO,366,362,366,363,364,366,364,0.9890710382513661,1,0.9918032786885246,0.994535519125683,1,0.994535519125683,14,21.646408839779006,17.522099447513813,25.76795580110497,127.8,63.33884297520661,45.450276243093924,82.71546961325967,6.292582417582418,13.834530386740331,2944.8,1014.7497252747253,1018.1299450549451,99,1,0,48,7,0.9890710382513661,1,TRUE
C029O,Lanzarote,2017,LANZAROTE AEROPUERTO,365,365,365,365,365,365,365,1,1,1,1,1,1,14,21.96876712328767,17.702739726027396,26.23095890410959,49.5,62.583561643835615,44.00821917808219,82.3945205479452,6.067671232876712,13.71978021978022,3033.3,1014.0791780821918,1017.5731506849315,116,2,0,52,9,1,1,TRUE
C029O,Lanzarote,2018,LANZAROTE AEROPUERTO,365,363,365,362,362,357,364,0.9945205479452055,1,0.9917808219178083,0.9917808219178083,0.9780821917808219,0.9972602739726028,14,20.866666666666667,16.87823691460055,24.85123966942149,143,66.1878453038674,48.162534435261705,86.07988980716253,6.424309392265194,13.900275482093663,3129.1,1014.5406593406593,1017.9118131868132,85,0,0,22,2,0.9945205479452055,1,TRUE
C029O,Lanzarote,2019,LANZAROTE AEROPUERTO,365,364,365,365,363,335,364,0.9972602739726028,1,1,0.9945205479452055,0.9178082191780822,0.9972602739726028,14,21.317857142857143,17.12087912087912,25.51868131868132,52.3,65.96164383561644,47.37362637362637,85.90934065934066,6.6173553719008265,13.77486187845304,3043.9,1014.6475274725275,1017.9307692307692,87,0,0,32,4,0.9972602739726028,1,TRUE
C029O,Lanzarote,2020,LANZAROTE AEROPUERTO,366,362,366,363,363,352,363,0.9890710382513661,1,0.9918032786885246,0.9918032786885246,0.9617486338797814,0.9918032786885246,14,21.950828729281767,17.63342541436464,26.26767955801105,67.2,64.98898071625344,45.908839779005525,85.74585635359117,6.237465564738292,13.234254143646409,3153.3,1014.4768595041322,1017.9650137741047,114,0,0,49,4,0.9890710382513661,1,TRUE
C029O,Lanzarote,2021,LANZAROTE AEROPUERTO,365,363,365,365,365,360,365,0.9945205479452055,1,1,1,0.9863013698630136,1,14,21.492011019283748,17.066391184573003,25.91129476584022,80.2,64.86027397260274,46.45730027548209,84.88429752066116,6.437808219178082,13.342148760330579,3174.3,1014.1035616438356,1017.4334246575343,77,1,0,42,8,0.9945205479452055,1,TRUE
C029O,Lanzarote,2022,LANZAROTE AEROPUERTO,365,361,365,365,364,356,362,0.989041095890411,1,1,0.9972602739726028,0.9753424657534246,0.9917808219178083,14,22.169252077562327,17.83656509695291,26.500831024930747,115.8,63.394520547945206,45.23545706371191,82.91412742382272,6.303571428571429,13.577374301675977,3220.1,1013.7787292817679,1017.2450276243094,100,0,0,57,4,0.989041095890411,1,TRUE
C029O,Lanzarote,2023,LANZAROTE AEROPUERTO,365,364,365,365,365,353,365,0.9972602739726028,1,1,1,0.9671232876712329,1,14,22.70576923076923,18.40164835164835,27.014285714285716,39.5,61.83013698630137,42.879120879120876,82.25824175824175,5.9180821917808215,13.347527472527473,3228.1,1014.101095890411,1017.3912328767124,141,3,0,87,13,0.9972602739726028,1,TRUE
C029O,Lanzarote,2024,LANZAROTE AEROPUERTO,366,366,366,365,366,346,366,1,1,0.9972677595628415,1,0.9453551912568307,1,14,22.34808743169399,18.29617486338798,26.395628415300546,44.7,62.26027397260274,43.78904109589041,81.96164383561644,6.31311475409836,13.596448087431694,3136.9,1013.934699453552,1017.2795081967213,102,0,0,35,1,1,1,TRUE
C029O,Lanzarote,2025,LANZAROTE AEROPUERTO,365,365,365,363,363,335,365,1,1,0.9945205479452055,0.9945205479452055,0.9178082191780822,1,14,21.945479452054794,17.892054794520547,25.996438356164383,82.5,63.81818181818182,46.1945205479452,82.69315068493151,6.32038567493113,13.707142857142857,3028.5,1014.0687671232877,1017.4742465753425,116,5,0,44,6,1,1,TRUE
C038N,Lanzarote,2015,HARÍA,365,357,353,364,364,0,0,0.9780821917808219,0.9671232876712329,0.9972602739726028,0.9972602739726028,0,0,277,19.035014005602243,15.770028011204483,22.298319327731093,51.6,74.10714285714286,58.42016806722689,90.3781512605042,5.01043956043956,11.982865168539325,,,,26,0,0,16,2,0.9780821917808219,0.9671232876712329,TRUE
C038N,Lanzarote,2016,HARÍA,363,363,363,363,363,0,0,1,1,1,1,0,0,277,18.84793388429752,15.761157024793388,21.932231404958678,138.4,75.56198347107438,60.79338842975206,91.00275482093664,5.28236914600551,12.154545454545454,,,,14,0,0,8,0,0.9918032786885246,0.9918032786885246,TRUE
C038N,Lanzarote,2017,HARÍA,363,358,361,359,358,0,0,0.9862258953168044,0.9944903581267218,0.9889807162534435,0.9862258953168044,0,0,277,19.422067039106146,16.09022346368715,22.750558659217877,61.800000000000004,71.13370473537604,55.05865921787709,87.98324022346368,5.051675977653631,12.122067039106145,,,,19,3,0,22,4,0.9808219178082191,0.989041095890411,TRUE
C038N,Lanzarote,2018,HARÍA,365,364,364,365,365,0,0,0.9972602739726028,0.9972602739726028,1,1,0,0,277,18.282967032967033,15.40467032967033,21.16043956043956,92.8,76.65479452054795,62.206043956043956,91.24450549450549,5.387671232876713,12.571703296703296,,,,12,0,0,4,0,0.9972602739726028,0.9972602739726028,TRUE
C038N,Lanzarote,2019,HARÍA,365,363,363,365,365,0,0,0.9945205479452055,0.9945205479452055,1,1,0,0,277,18.74573002754821,15.668870523415977,21.822038567493113,65.3,73.75068493150685,58.01652892561984,89.82093663911846,5.1408219178082195,12.060881542699725,,,,8,0,0,7,0,0.9945205479452055,0.9945205479452055,TRUE
C038N,Lanzarote,2020,HARÍA,366,364,364,366,366,0,0,0.994535519125683,0.994535519125683,1,1,0,0,277,19.440384615384616,16.270879120879123,22.606043956043955,113.2,71.07103825136612,55.1978021978022,87.87637362637362,4.948907103825136,11.862912087912088,,,,26,2,0,15,3,0.994535519125683,0.994535519125683,TRUE
C038N,Lanzarote,2021,HARÍA,365,364,364,365,365,0,0,0.9972602739726028,0.9972602739726028,1,1,0,0,277,18.89835164835165,15.818406593406593,21.976923076923075,121.6,72.97260273972603,58.17032967032967,88.07692307692308,5.163287671232877,12.119505494505495,,,,19,1,0,9,1,0.9972602739726028,0.9972602739726028,TRUE
C038N,Lanzarote,2022,HARÍA,365,363,363,365,365,0,0,0.9945205479452055,0.9945205479452055,1,1,0,0,277,19.524517906336087,16.433608815426997,22.61900826446281,191.4,71.00821917808219,55.62534435261708,87.0358126721763,5.321643835616438,12.192837465564738,,,,25,2,0,8,3,0.9945205479452055,0.9945205479452055,TRUE
C038N,Lanzarote,2023,HARÍA,365,364,364,365,365,0,0,0.9972602739726028,0.9972602739726028,1,1,0,0,277,20.126648351648353,16.80576923076923,23.449725274725274,138.2,69.77260273972603,53.76923076923077,86.38461538461539,4.934794520547945,11.59041095890411,,,,58,1,0,24,3,0.9972602739726028,0.9972602739726028,TRUE
C038N,Lanzarote,2024,HARÍA,365,360,364,364,365,0,0,0.9863013698630136,0.9972602739726028,0.9972602739726028,1,0,0,277,19.813055555555554,16.733055555555556,22.892777777777777,46.800000000000004,69.95604395604396,54.35,86.14722222222223,5.463287671232877,12.384615384615385,,,,24,0,0,9,0,0.9836065573770492,0.994535519125683,TRUE
C038N,Lanzarote,2025,HARÍA,365,364,363,365,365,0,0,0.9972602739726028,0.9945205479452055,1,1,0,0,277,19.29642857142857,16.28956043956044,22.306043956043958,202.4,72.95342465753424,58.80494505494506,87.31868131868131,5.289041095890411,12.022252747252747,,,,36,2,0,14,5,0.9972602739726028,0.9945205479452055,TRUE
C048W,Lanzarote,2015,TINAJO,350,330,331,345,345,0,0,0.9428571428571428,0.9457142857142857,0.9857142857142858,0.9857142857142858,0,0,275,18.706060606060607,15.89151515151515,21.521818181818183,107.4,75.72753623188406,61.88449848024316,91.54711246200608,5.70840579710145,12.609118541033435,,,,24,0,0,11,3,0.9041095890410958,0.9068493150684932,TRUE
C048W,Lanzarote,2016,TINAJO,363,360,359,363,363,0,0,0.9917355371900827,0.9889807162534435,1,1,0,0,275,18.58388888888889,15.787222222222223,21.383055555555554,158.6,77.25619834710744,62.897222222222226,92.15833333333333,5.569696969696969,12.186666666666667,,,,10,0,0,5,0,0.9836065573770492,0.9808743169398907,TRUE
C048W,Lanzarote,2017,TINAJO,364,364,363,364,364,0,0,1,0.9972527472527473,1,1,0,0,275,19.27335164835165,16.22142857142857,22.32032967032967,67.8,73.16758241758242,58.33791208791209,89.54945054945055,5.535164835164835,12.426098901098902,,,,17,2,0,18,5,0.9972602739726028,0.9945205479452055,TRUE
C048W,Lanzarote,2018,TINAJO,365,364,365,365,365,0,0,0.9972602739726028,1,1,1,0,0,275,18.091758241758242,15.450824175824176,20.728846153846153,155.2,77.44931506849315,63.84065934065934,92.1978021978022,5.687123287671233,12.693698630136986,,,,8,0,0,2,0,0.9972602739726028,1,TRUE
C048W,Lanzarote,2019,TINAJO,364,356,355,364,364,0,0,0.978021978021978,0.9752747252747253,1,1,0,0,275,18.554775280898877,15.769101123595506,21.337078651685392,37.4,71.92307692307692,57.65915492957746,87.90140845070422,5.729395604395604,12.510985915492958,,,,4,0,0,1,0,0.9753424657534246,0.9726027397260274,TRUE
C048W,Lanzarote,2020,TINAJO,365,364,364,365,365,0,0,0.9972602739726028,0.9972602739726028,1,1,0,0,275,19.226373626373626,16.20769230769231,22.246978021978023,69.6,71.13424657534246,55.84022038567493,88.11845730027548,5.535616438356165,12.208815426997246,,,,23,0,0,5,1,0.994535519125683,0.994535519125683,TRUE
C048W,Lanzarote,2021,TINAJO,363,363,363,363,363,0,0,1,1,1,1,0,0,275,18.561707988980718,15.795316804407713,21.325619834710743,99,74.66115702479338,60.84848484848485,89.64187327823691,5.647382920110193,12.33030303030303,,,,13,0,0,5,1,0.9945205479452055,0.9945205479452055,TRUE
C048W,Lanzarote,2022,TINAJO,357,357,353,357,357,0,0,1,0.988795518207283,1,1,0,0,275,19.261344537815127,16.438095238095237,22.08655462184874,48.2,73.32773109243698,58.59103641456583,88.96078431372548,5.632773109243698,12.351820728291317,,,,17,0,0,7,0,0.9780821917808219,0.9671232876712329,TRUE
C048W,Lanzarote,2023,TINAJO,365,364,364,365,365,0,0,0.9972602739726028,0.9972602739726028,1,1,0,0,275,19.934615384615384,16.822252747252747,23.043956043956044,39.2,72.07945205479452,57.2967032967033,88.88186813186813,5.295616438356165,11.90054945054945,,,,55,2,0,21,2,0.9972602739726028,0.9972602739726028,TRUE
C048W,Lanzarote,2024,TINAJO,364,363,363,364,364,0,0,0.9972527472527473,0.9972527472527473,1,1,0,0,275,19.508815426997245,16.693388429752066,22.32121212121212,84.6,72.60714285714286,58.42424242424242,88.86776859504133,5.853021978021978,12.576859504132232,,,,16,0,0,8,1,0.9918032786885246,0.9918032786885246,TRUE
C048W,Lanzarote,2025,TINAJO,365,364,362,363,365,0,0,0.9972602739726028,0.9917808219178083,0.9945205479452055,1,0,0,275,19.001648351648353,16.08324175824176,21.923626373626373,128.6,76.1625344352617,61.18956043956044,91.82692307692308,5.356712328767124,12.01923076923077,,,,22,0,0,10,5,0.9972602739726028,0.9917808219178083,TRUE
C117A,La Palma,2015,PUNTAGORDA,365,364,365,365,365,0,0,0.9972602739726028,1,1,1,0,0,684,17.20412087912088,13.213461538461539,21.19478021978022,284.4,68.96986301369863,50.94230769230769,89.3956043956044,2.4726027397260273,8.122739726027397,,,,20,2,0,21,6,0.9972602739726028,1,TRUE
C117A,La Palma,2016,PUNTAGORDA,366,365,366,366,364,0,0,0.9972677595628415,1,1,0.994535519125683,0,0,684,17.07178082191781,13.235616438356164,20.90821917808219,503.2,71.31420765027322,53.853994490358126,89.99173553719008,2.451648351648352,8.053867403314918,,,,20,4,0,25,7,0.9972677595628415,1,TRUE
C117A,La Palma,2017,PUNTAGORDA,365,363,365,364,365,0,0,0.9945205479452055,1,0.9972602739726028,1,0,0,684,17.65426997245179,13.788980716253443,21.517906336088153,254.4,69.17307692307692,51.983333333333334,88.46388888888889,2.543835616438356,8.049447513812154,,,,31,4,0,23,2,0.9945205479452055,1,TRUE
C117A,La Palma,2018,PUNTAGORDA,365,365,365,365,365,0,0,1,1,1,1,0,0,684,16.27123287671233,12.594246575342465,19.938082191780822,409.8,74.23835616438356,57.464285714285715,91.54395604395604,2.713972602739726,8.777534246575343,,,,12,0,0,13,2,1,1,TRUE
C117A,La Palma,2019,PUNTAGORDA,364,363,363,363,364,0,0,0.9972527472527473,0.9972527472527473,0.9972527472527473,1,0,0,684,17.004683195592285,13.03305785123967,20.977961432506888,173.5,67.09366391184572,50.34530386740332,86.69060773480663,2.420054945054945,7.862534435261708,,,,17,3,0,16,5,0.9945205479452055,0.9945205479452055,TRUE
C117A,La Palma,2020,PUNTAGORDA,366,366,366,365,366,0,0,1,1,0.9972677595628415,1,0,0,684,18.10983606557377,14.242349726775956,21.979234972677595,288.9,62.821917808219176,45.62191780821918,82.66027397260274,2.5901639344262297,8.314520547945206,,,,30,9,1,31,5,1,1,TRUE
C117A,La Palma,2021,PUNTAGORDA,365,365,365,365,365,0,0,1,1,1,1,0,0,684,17.13123287671233,13.395890410958904,20.87123287671233,353.8,70.21369863013699,54.32876712328767,87.01917808219179,2.3775342465753426,7.957808219178082,,,,26,5,1,24,7,1,1,TRUE
C117A,La Palma,2022,PUNTAGORDA,365,364,365,365,365,0,0,0.9972602739726028,1,1,1,0,0,684,17.46181318681319,13.64065934065934,21.284065934065936,413.8,69.61643835616438,51.1267217630854,88.38292011019284,2.5402739726027397,8.476712328767123,,,,24,4,0,25,4,0.9972602739726028,1,TRUE
C117A,La Palma,2023,PUNTAGORDA,365,365,365,365,365,0,0,1,1,1,1,0,0,684,18.788493150684932,14.933698630136986,22.64301369863014,278,63.78904109589041,48.02191780821918,82.8027397260274,2.322739726027397,7.964109589041096,,,,45,12,3,38,7,1,1,TRUE
C117A,La Palma,2024,PUNTAGORDA,366,366,366,366,366,0,0,1,1,1,1,0,0,684,18.050819672131148,14.180054644808743,21.917486338797815,457,67.92896174863388,48.77049180327869,87.51366120218579,2.5510928961748633,8.165027322404372,,,,22,1,0,21,0,1,1,TRUE
C117A,La Palma,2025,PUNTAGORDA,362,361,361,356,361,0,0,0.9972375690607734,0.9972375690607734,0.9834254143646409,0.9972375690607734,0,0,684,16.918559556786704,13.149584487534627,20.685635359116024,504,75.61516853932584,58.591160220994475,92.17174515235457,2.5069252077562325,8.146814404432133,,,,16,5,0,25,2,0.989041095890411,0.989041095890411,TRUE
C126A,La Palma,2016,EL PASO,366,364,366,365,366,0,0,0.994535519125683,1,0.9972677595628415,1,0,0,844,16.38379120879121,11.902472527472527,20.867032967032966,422.6,65.4904109589041,50.076502732240435,82.61475409836065,3.5341530054644807,11.579234972677595,,,,37,9,0,34,9,0.994535519125683,1,TRUE
C126A,La Palma,2017,EL PASO,365,364,364,364,364,0,0,0.9972602739726028,0.9972602739726028,0.9972602739726028,0.9972602739726028,0,0,844,17.020604395604394,12.50164835164835,21.53131868131868,429.5,63.917582417582416,48.20054945054945,81.37087912087912,3.481043956043956,11.395604395604396,,,,32,7,0,41,9,0.9972602739726028,0.9972602739726028,TRUE
C126A,La Palma,2018,EL PASO,365,365,365,365,365,0,0,1,1,1,1,0,0,844,15.402191780821918,10.940821917808218,19.865753424657534,534.2,68.96164383561644,52.652054794520545,85.58082191780822,3.5293150684931507,11.604931506849315,,,,11,2,0,17,1,1,1,TRUE
C126A,La Palma,2019,EL PASO,365,365,365,364,365,0,0,1,1,0.9972602739726028,1,0,0,844,16.311232876712328,11.681369863013698,20.94767123287671,161.8,63.02472527472528,46.370879120879124,80.93681318681318,3.608767123287671,11.746575342465754,,,,20,4,0,24,7,1,1,TRUE
C126A,La Palma,2020,EL PASO,366,366,365,365,366,0,0,1,0.9972677595628415,0.9972677595628415,1,0,0,844,17.412295081967212,13.002185792349726,21.825683060109288,369,59.964383561643835,45.505464480874316,77.31147540983606,3.6120218579234975,11.556284153005464,,,,41,11,0,45,11,1,0.9972677595628415,TRUE
C126A,La Palma,2021,EL PASO,365,365,365,363,365,0,0,1,1,0.9945205479452055,1,0,0,844,16.2213698630137,12.053424657534247,20.387123287671233,415.8,66.73829201101928,51.29041095890411,81.9068493150685,3.7405479452054795,11.755890410958903,,,,30,8,0,35,9,1,1,TRUE
C126A,La Palma,2022,EL PASO,365,364,365,365,365,0,0,0.9972602739726028,1,1,1,0,0,844,16.85,11.79945054945055,21.892857142857142,685.4,63.057534246575344,46.76648351648352,81.74725274725274,3.614794520547945,11.594246575342465,,,,25,9,0,33,14,0.9972602739726028,1,TRUE
C126A,La Palma,2023,EL PASO,365,365,365,365,365,0,0,1,1,1,1,0,0,844,17.882739726027395,12.572602739726028,23.190684931506848,450.40000000000003,59.79178082191781,44.44931506849315,78.02739726027397,3.6512328767123288,11.275342465753425,,,,36,7,0,53,13,1,1,TRUE
C126A,La Palma,2024,EL PASO,366,366,366,366,366,0,0,1,1,1,1,0,0,844,17.687158469945356,12.34016393442623,23.03688524590164,365.8,59.950819672131146,42.34153005464481,80.07103825136612,3.6956284153005465,11.602739726027398,,,,27,5,0,43,7,1,1,TRUE
C126A,La Palma,2025,EL PASO,344,344,344,344,344,0,0,1,1,1,1,0,0,844,16.640697674418604,11.305813953488371,21.975290697674417,517.4,67.02325581395348,50.41279069767442,84.69476744186046,3.522093023255814,11.001453488372093,,,,23,3,0,42,16,0.9424657534246575,0.9424657534246575,TRUE
C129V,La Palma,2015,FUENCALIENTE,365,361,364,365,365,0,0,0.989041095890411,0.9972602739726028,1,1,0,0,19,21.541828254847644,18.89556786703601,24.191135734072024,173.2,67.6082191780822,56.65096952908587,77.82825484764543,6.587671232876712,14.324653739612188,,,,137,2,0,0,0,0.989041095890411,0.9972602739726028,TRUE
C129V,La Palma,2016,FUENCALIENTE,366,357,366,365,365,0,0,0.9754098360655737,1,0.9972677595628415,0.9972677595628415,0,0,19,21.450420168067225,18.8296918767507,24.073669467787116,206,68.04931506849314,58.45378151260504,78.06162464985995,6.6558904109589045,14.318435754189943,,,,132,0,0,2,0,0.9754098360655737,1,TRUE
C129V,La Palma,2017,FUENCALIENTE,365,351,341,361,360,0,0,0.9616438356164384,0.9342465753424658,0.989041095890411,0.9863013698630136,0,0,19,21.874074074074073,19.27749287749288,24.472079772079773,66.1,67.4432132963989,57.16379310344828,78.39080459770115,6.219166666666666,13.9933908045977,,,,158,0,0,3,0,0.9616438356164384,0.9342465753424658,TRUE
C129V,La Palma,2018,FUENCALIENTE,365,365,365,362,363,0,0,1,1,0.9917808219178083,0.9945205479452055,0,0,19,21.144109589041097,18.603835616438356,23.686027397260276,142.4,67.64917127071823,56.887362637362635,80.41483516483517,6.525895316804408,14.031129476584022,,,,118,0,0,0,0,1,1,TRUE
C129V,La Palma,2019,FUENCALIENTE,365,364,365,363,364,0,0,0.9972602739726028,1,0.9945205479452055,0.9972602739726028,0,0,19,21.63434065934066,19.0010989010989,24.26153846153846,99,66.7465564738292,55.675,79.7,6.431868131868132,13.893074792243768,,,,133,0,0,1,0,0.9972602739726028,1,TRUE
