indicativo,nombre,island,year,n_days,n_temp,n_prec,pct_temp,pct_prec,tmed_annual,tmin_annual,tmax_annual,prec_annual,tropical_nights_annual,equatorial_nights_annual,torrid_nights_annual,warm_days_30,warm_days_35,use_for_annual,baseline_tmed,baseline_tmin,baseline_tmax,anom_tmed,anom_tmin,anom_tmax
C249I,FUERTEVENTURA AEROPUERTO,Fuerteventura,2015,365,362,365,0.9917808219178083,1,21.971823204419888,18.989502762430938,24.956906077348066,76.6,142,6,0,30,2,TRUE,21.620603036099606,18.565566142953127,24.676122586156215,0.3512201683202818,0.4239366194778107,0.2807834911918512
C249I,FUERTEVENTURA AEROPUERTO,Fuerteventura,2016,366,364,366,0.994535519125683,1,21.764835164835166,18.67445054945055,24.85934065934066,111.4,129,0,0,22,0,TRUE,21.620603036099606,18.565566142953127,24.676122586156215,0.14423212873555968,0.10888440649742392,0.18321807318444527
C249I,FUERTEVENTURA AEROPUERTO,Fuerteventura,2017,365,361,365,0.989041095890411,1,22.085595567867035,18.970360110803323,25.209418282548476,30.6,158,2,0,24,4,TRUE,21.620603036099606,18.565566142953127,24.676122586156215,0.46499253176742883,0.40479396785019617,0.5332956963922619
C249I,FUERTEVENTURA AEROPUERTO,Fuerteventura,2018,365,360,365,0.9863013698630136,1,20.858055555555556,17.878670360110803,23.82138888888889,82.3,104,0,0,4,0,TRUE,21.620603036099606,18.565566142953127,24.676122586156215,-0.7625474805440504,-0.6868957828423241,-0.8547336972673243
C249I,FUERTEVENTURA AEROPUERTO,Fuerteventura,2019,365,362,365,0.9917808219178083,1,21.144198895027625,18.13756906077348,24.15564738292011,24.6,116,0,0,5,0,TRUE,21.620603036099606,18.565566142953127,24.676122586156215,-0.47640414107198126,-0.4279970821796475,-0.5204752032361029
C249I,FUERTEVENTURA AEROPUERTO,Fuerteventura,2020,366,365,366,0.9972677595628415,1,21.69041095890411,18.641369863013697,24.746027397260274,42,142,3,0,19,2,TRUE,21.620603036099606,18.565566142953127,24.676122586156215,0.06980792280450387,0.0758037200605699,0.06990481110405966
C249I,FUERTEVENTURA AEROPUERTO,Fuerteventura,2021,365,360,365,0.9863013698630136,1,21.27611111111111,18.30472222222222,24.244722222222222,16.8,118,1,0,8,0,TRUE,21.620603036099606,18.565566142953127,24.676122586156215,-0.3444919249884961,-0.2608439207309061,-0.4314003639339923
C249I,FUERTEVENTURA AEROPUERTO,Fuerteventura,2022,365,365,365,1,1,21.717534246575344,18.66246575342466,24.76904109589041,121.5,150,2,0,15,4,TRUE,21.620603036099606,18.565566142953127,24.676122586156215,0.09693121047573783,0.09689961047153162,0.09291850973419713
C249I,FUERTEVENTURA AEROPUERTO,Fuerteventura,2023,365,358,365,0.9808219178082191,1,22.2231843575419,19.09078212290503,25.357262569832404,78.3,153,4,0,28,3,TRUE,21.620603036099606,18.565566142953127,24.676122586156215,0.6025813214422939,0.5252159799519021,0.6811399836761893
C249I,FUERTEVENTURA AEROPUERTO,Fuerteventura,2024,366,363,366,0.9918032786885246,1,21.666391184573,18.568595041322315,24.760881542699725,22.3,116,0,0,8,2,TRUE,21.620603036099606,18.565566142953127,24.676122586156215,0.045788148473395296,0.003028898369187516,0.08475895654351007
C249I,FUERTEVENTURA AEROPUERTO,Fuerteventura,2025,365,365,365,1,1,21.428493150684933,18.302739726027397,24.556712328767123,78.8,129,4,0,21,3,TRUE,21.620603036099606,18.565566142953127,24.676122586156215,-0.19210988541467344,-0.26282641692572994,-0.11941025738909161
C258K,LA OLIVA,Fuerteventura,2015,359,344,339,0.958217270194986,0.9442896935933147,19.377906976744185,15.86453488372093,22.89651162790698,59.6,36,0,0,17,2,TRUE,19.818483776173412,16.092790766698098,23.54472399091146,-0.4405767994292269,-0.2282558829771677,-0.6482123630044825
C258K,LA OLIVA,Fuerteventura,2016,366,366,366,1,1,19.384972677595627,15.83224043715847,22.937704918032786,159,23,0,0,16,1,TRUE,19.818483776173412,16.092790766698098,23.54472399091146,-0.43351109857778525,-0.26055032953962787,-0.6070190728786748
C258K,LA OLIVA,Fuerteventura,2017,365,364,365,0.9972602739726028,1,20.011263736263736,16.248076923076923,23.771153846153847,94.60000000000001,36,1,0,26,6,TRUE,19.818483776173412,16.092790766698098,23.54472399091146,0.1927799600903235,0.1552861563788248,0.22642985524238668
C258K,LA OLIVA,Fuerteventura,2018,365,364,365,0.9972602739726028,1,18.91043956043956,15.50989010989011,22.30989010989011,171.8,20,0,0,8,0,TRUE,19.818483776173412,16.092790766698098,23.54472399091146,-0.9080442157338524,-0.582900656807988,-1.234833881021352
C258K,LA OLIVA,Fuerteventura,2019,363,361,362,0.9944903581267218,0.9972451790633609,19.31274238227147,15.690304709141275,22.936565096952908,68.2,11,0,0,7,0,TRUE,19.818483776173412,16.092790766698098,23.54472399091146,-0.5057413939019426,-0.402486057556823,-0.6081588939585529
C258K,LA OLIVA,Fuerteventura,2020,366,366,366,1,1,20.039890710382515,16.14918032786885,23.93415300546448,46.4,34,1,0,21,2,TRUE,19.818483776173412,16.092790766698098,23.54472399091146,0.22140693420910296,0.056389561170753666,0.3894290145530199
C258K,LA OLIVA,Fuerteventura,2021,365,363,364,0.9945205479452055,0.9972602739726028,19.500275482093663,15.774380165289257,23.222314049586778,23.4,19,1,0,14,2,TRUE,19.818483776173412,16.092790766698098,23.54472399091146,-0.31820829407974927,-0.31841060140884103,-0.3224099413246826
C258K,LA OLIVA,Fuerteventura,2022,365,364,364,0.9972602739726028,0.9972602739726028,20.103846153846153,16.318956043956042,23.88598901098901,112,27,0,0,12,2,TRUE,19.818483776173412,16.092790766698098,23.54472399091146,0.2853623776727403,0.22616527725794455,0.3412650200775502
C258K,LA OLIVA,Fuerteventura,2023,365,364,364,0.9972602739726028,0.9972602739726028,20.861813186813187,16.791208791208792,24.93489010989011,55.4,66,1,0,40,4,TRUE,19.818483776173412,16.092790766698098,23.54472399091146,1.0433294106397746,0.6984180245106941,1.390166118978648
C258K,LA OLIVA,Fuerteventura,2024,366,366,366,1,1,20.537704918032787,16.696994535519124,24.38087431693989,38.4,30,0,0,14,0,TRUE,19.818483776173412,16.092790766698098,23.54472399091146,0.719221141859375,0.6042037688210264,0.8361503260284309
