Year,Units,Territorio,Value
2015,Porcentaje,ES,36.48
2018,Porcentaje,ES,36.56
2021,Porcentaje,ES,36.56
2015,Porcentaje,ES70,61.01
2018,Porcentaje,ES70,61.01
2021,Porcentaje,ES70,61.01
