Year,Units,Territorio,Value
2015,Porcentaje,ES,97.17
2018,Porcentaje,ES,96.89
2021,Porcentaje,ES,96.62
2015,Porcentaje,ES70,88.73
2018,Porcentaje,ES70,88.74
2021,Porcentaje,ES70,88.55
