Year,Units,Territorio,Value
2015,Porcentaje,ES,27.96
2018,Porcentaje,ES,28.02
2021,Porcentaje,ES,28.05
2015,Porcentaje,ES70,49.35
2018,Porcentaje,ES70,49.31
2021,Porcentaje,ES70,49.31
