r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.2957718935728041,0.19144180373173803,0.4977119953458518,2.8349625119979844,0.010561059448328752,8,-40.580158590836646,101.16031718167329,122.59166444558862,13.376730436802058,54,63
